Campaign_ID,Region,Platform,Campaign_Category,Campaign_Type,Impressions,Clicks,Total_Engagements,Campaign_Ad_Spend
CMP_00288,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),305,7,19,8.71
CMP_00289,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1677,90,0,347.28
CMP_00290,Europe,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),370,9,18,14.48
CMP_00291,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),320,7,15,7.42
CMP_00292,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),363,11,38,15.81
CMP_00293,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",2027,82,0,390.83
CMP_00294,North America,Google Ads,Paid Search,Competitor Conquesting,2178,95,0,548.2
CMP_00295,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1624,90,0,440.63
CMP_00296,APAC,Email,Email,Cart Abandonment Flow,1053,48,0,0.34
CMP_00297,Europe,X,Paid Social Media,Brand Awareness (Conversation Driven),429,10,15,8.04
CMP_00298,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",969,80,0,271.31
CMP_00299,Europe,Bing Ads,Paid Search,Competitor Conquesting,1318,91,0,571.37
CMP_00300,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",824,80,0,434.77
CMP_00301,North America,SMS,SMS,Flash Sale / Price Drop Alert,786,51,0,0.51
CMP_00302,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),454,15,21,13.04
CMP_00303,North America,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1207,79,0,382.08
CMP_00304,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),336,9,12,15.58
CMP_00305,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",2003,83,0,393.99
CMP_00306,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),350,8,31,9.41
CMP_00307,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1338,86,0,343.89
CMP_00308,Europe,YouTube,Paid Social Media,Product Highlight (Detailed Review),569,10,20,14.45
CMP_00309,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",2193,99,0,657.66
CMP_00310,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),497,11,16,15.69
CMP_00311,APAC,Email,Email,Cart Abandonment Flow,877,50,0,0.35
CMP_00312,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),418,9,19,10.53
CMP_00313,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),303,9,16,5.04
CMP_00314,Europe,SMS,SMS,Flash Sale / Price Drop Alert,508,50,0,0.59
CMP_00315,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),291,7,29,8.31
CMP_00316,Europe,Email,Email,Newsletter / Brand Story,1725,72,0,0.42
CMP_00317,APAC,Google Ads,Paid Search,Competitor Conquesting,930,89,0,546.98
CMP_00318,North America,TikTok,Paid Social Media,Product Highlight (Short-form),595,10,60,6.28
CMP_00319,North America,Email,Email,VIP Early Access / Private Sale,1477,47,0,0.24
CMP_00320,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1635,74,0,598.74
CMP_00321,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),208,5,12,5.99
CMP_00322,North America,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),249,8,10,11.44
CMP_00323,APAC,Email,Email,Cart Abandonment Flow,717,53,0,0.37
CMP_00324,North America,Email,Email,VIP Early Access / Private Sale,1414,64,0,0.32
CMP_00325,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),311,9,14,18.59
CMP_00326,Europe,Email,Email,Welcome Series,875,64,0,0.38
CMP_00327,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),264,8,10,8.02
CMP_00328,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1905,84,0,304.62
CMP_00329,APAC,SMS,SMS,Cart Abandonment Alert,365,43,0,0.6
CMP_00330,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),630,15,22,23.96
CMP_00331,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),388,7,12,12.55
CMP_00332,APAC,Google Ads,Paid Search,Competitor Conquesting,1955,85,0,586.98
CMP_00333,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1691,80,0,284.92
CMP_00334,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),238,6,19,11.04
CMP_00335,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),587,15,30,11.16
CMP_00336,North America,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),492,11,24,14.6
CMP_00337,Europe,Email,Email,Welcome Series,806,41,0,0.24
CMP_00338,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",969,83,0,291.85
CMP_00339,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1688,92,0,642.19
CMP_00340,North America,SMS,SMS,Cart Abandonment Alert,901,52,0,0.52
CMP_00341,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),766,13,41,9.97
CMP_00342,APAC,X,Paid Social Media,Product Launch Announcement,399,9,19,12.09
CMP_00343,North America,SMS,SMS,VIP Event Invitation,551,58,0,0.58
CMP_00344,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),248,5,17,3.77
CMP_00345,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),248,7,18,7.96
CMP_00346,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1734,85,0,509.63
CMP_00347,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),838,14,55,9.45
CMP_00348,APAC,Google Ads,Paid Search,Competitor Conquesting,830,70,0,366.17
CMP_00349,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),425,12,16,11.33
CMP_00350,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),295,6,9,4.89
CMP_00351,North America,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1264,98,0,376.01
CMP_00352,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",971,84,0,559.03
CMP_00353,Europe,Google Ads,Paid Search,Competitor Conquesting,773,68,0,282.84
CMP_00354,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),267,8,18,9.25
CMP_00355,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),564,11,27,14.35
CMP_00356,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),403,8,14,7.81
CMP_00357,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),319,10,23,13.47
CMP_00358,North America,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1301,88,0,479.34
CMP_00359,Europe,Email,Email,VIP Early Access / Private Sale,1414,55,0,0.32
CMP_00360,Europe,SMS,SMS,VIP Event Invitation,980,52,0,0.61
CMP_00361,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1010,90,0,409.16
CMP_00362,Europe,Email,Email,VIP Early Access / Private Sale,1173,67,0,0.4
CMP_00363,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),304,8,29,12.96
CMP_00364,Europe,Email,Email,Welcome Series,885,47,0,0.28
CMP_00365,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",924,92,0,366.71
CMP_00366,APAC,Email,Email,Cart Abandonment Flow,848,49,0,0.34
CMP_00367,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),497,11,34,13.68
CMP_00368,APAC,Email,Email,Welcome Series,713,48,0,0.34
CMP_00369,APAC,SMS,SMS,Cart Abandonment Alert,617,45,0,0.63
CMP_00370,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),114,4,5,5.31
CMP_00371,Europe,SMS,SMS,Cart Abandonment Alert,555,43,0,0.51
CMP_00372,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),474,13,22,23.55
CMP_00373,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),359,10,17,15.12
CMP_00374,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),315,9,33,8.18
CMP_00375,North America,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),618,10,28,12.85
CMP_00376,Europe,Email,Email,Cart Abandonment Flow,730,38,0,0.22
CMP_00377,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),536,9,21,13.84
CMP_00378,Europe,SMS,SMS,VIP Event Invitation,515,49,0,0.58
CMP_00379,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),518,9,26,16.88
CMP_00380,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),214,4,15,4.67
CMP_00381,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1365,77,0,464.97
CMP_00382,APAC,SMS,SMS,Flash Sale / Price Drop Alert,561,45,0,0.63
CMP_00383,North America,Email,Email,Welcome Series,698,49,0,0.24
CMP_00384,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),601,10,39,13.95
CMP_00385,APAC,X,Paid Social Media,Product Launch Announcement,605,11,36,9.78
CMP_00386,Europe,YouTube,Paid Social Media,Product Highlight (Detailed Review),732,12,24,11.08
CMP_00387,APAC,Google Ads,Paid Search,Competitor Conquesting,1546,85,0,410.77
CMP_00388,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),858,14,46,8.82
CMP_00389,APAC,SMS,SMS,Flash Sale / Price Drop Alert,733,64,0,0.9
CMP_00390,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),583,9,36,18.44
CMP_00391,Europe,SMS,SMS,Flash Sale / Price Drop Alert,706,56,0,0.66
CMP_00392,APAC,X,Paid Social Media,Influencer/KOL Discussion,645,13,40,12.71
CMP_00393,Europe,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),331,9,15,6.52
CMP_00394,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",977,89,0,556.25
CMP_00395,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",887,74,0,238.98
CMP_00396,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),496,12,40,9.43
CMP_00397,North America,Email,Email,VIP Early Access / Private Sale,1073,57,0,0.29
CMP_00398,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),430,7,23,12.8
CMP_00399,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1459,76,0,362.31
CMP_00400,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),393,10,15,19.29
CMP_00401,North America,Email,Email,Cart Abandonment Flow,875,46,0,0.23
CMP_00402,North America,Email,Email,Welcome Series,1623,54,0,0.27
CMP_00403,Europe,SMS,SMS,Cart Abandonment Alert,530,45,0,0.53
CMP_00404,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),486,11,33,22.55
CMP_00405,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),583,18,51,28.59
CMP_00406,North America,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),311,8,11,9.57
CMP_00407,North America,Instagram,Paid Social Media,Product Highlight (Carousel),181,6,7,8.9
CMP_00408,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",832,78,0,523.07
CMP_00409,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),719,12,53,21.9
CMP_00410,Europe,SMS,SMS,Cart Abandonment Alert,437,52,0,0.61
CMP_00411,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),214,7,10,5.47
CMP_00412,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),306,9,34,7.3
CMP_00413,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1290,115,0,596.1
CMP_00414,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),318,10,16,10.12
CMP_00415,Europe,Email,Email,Cart Abandonment Flow,1473,57,0,0.34
CMP_00416,Europe,Email,Email,Welcome Series,1071,45,0,0.27
CMP_00417,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),200,6,12,9.42
CMP_00418,APAC,Email,Email,Cart Abandonment Flow,759,60,0,0.42
CMP_00419,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1243,74,0,428.06
CMP_00420,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1584,85,0,646.13
CMP_00421,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),395,10,17,9.98
CMP_00422,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),325,11,23,19.5
CMP_00423,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),181,6,11,6.36
CMP_00424,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),92,3,5,3.7
CMP_00425,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1834,78,0,396.99
CMP_00426,North America,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1599,92,0,523.27
CMP_00427,Europe,Email,Email,Welcome Series,627,49,0,0.29
CMP_00428,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),387,8,28,5.78
CMP_00429,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),705,14,32,16.0
CMP_00430,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),619,13,62,9.98
CMP_00431,North America,Email,Email,VIP Early Access / Private Sale,804,48,0,0.24
CMP_00432,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1563,85,0,448.89
CMP_00433,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),217,7,18,5.52
CMP_00434,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),592,10,67,11.69
CMP_00435,North America,SMS,SMS,Cart Abandonment Alert,556,48,0,0.48
CMP_00436,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),360,11,21,21.44
CMP_00437,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),260,7,16,7.23
CMP_00438,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1241,86,0,485.36
CMP_00439,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),318,8,19,4.57
CMP_00440,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),628,10,23,10.88
CMP_00441,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),475,9,28,7.03
CMP_00442,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),593,9,36,6.76
CMP_00443,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),226,6,12,6.67
CMP_00444,North America,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),329,9,11,7.61
CMP_00445,Europe,Email,Email,Cart Abandonment Flow,906,59,0,0.35
CMP_00446,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1523,97,0,385.71
CMP_00447,APAC,SMS,SMS,Back-in-Stock Alert,475,44,0,0.62
CMP_00448,APAC,Email,Email,Newsletter / Brand Story,773,55,0,0.38
CMP_00449,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),645,13,21,20.09
CMP_00450,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1009,68,0,304.24
CMP_00451,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),487,8,16,9.57
CMP_00452,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),314,7,18,3.57
CMP_00453,Europe,SMS,SMS,Cart Abandonment Alert,440,49,0,0.58
CMP_00454,Europe,Google Ads,Paid Search,Competitor Conquesting,2114,93,0,479.44
CMP_00455,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1213,70,0,411.7
CMP_00456,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1006,74,0,323.18
CMP_00457,Europe,YouTube,Paid Social Media,Product Highlight (Detailed Review),207,6,10,8.3
CMP_00458,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),501,12,35,22.22
CMP_00459,North America,SMS,SMS,Cart Abandonment Alert,705,51,0,0.51
CMP_00460,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),240,7,15,7.22
CMP_00461,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),182,6,8,5.5
CMP_00462,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),550,12,18,15.28
CMP_00463,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),493,11,20,22.92
CMP_00464,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),404,10,12,14.08
CMP_00465,North America,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),1216,19,60,12.54
CMP_00466,APAC,Email,Email,Cart Abandonment Flow,1034,46,0,0.32
CMP_00467,North America,Google Ads,Paid Search,Competitor Conquesting,1648,97,0,544.11
CMP_00468,Europe,Email,Email,Newsletter / Brand Story,1148,51,0,0.3
CMP_00469,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),275,6,15,3.92
CMP_00470,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),252,8,19,7.57
CMP_00471,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1602,97,0,467.95
CMP_00472,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),263,7,14,6.61
CMP_00473,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),344,12,25,15.91
CMP_00474,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),349,8,11,9.21
CMP_00475,Europe,Google Ads,Paid Search,Competitor Conquesting,856,81,0,480.53
CMP_00476,Europe,Email,Email,Welcome Series,776,54,0,0.32
CMP_00477,APAC,Email,Email,Cart Abandonment Flow,555,41,0,0.29
CMP_00478,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",859,85,0,356.31
CMP_00479,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),386,8,23,10.09
CMP_00480,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),489,13,53,26.95
CMP_00481,APAC,Email,Email,VIP Early Access / Private Sale,801,47,0,0.33
CMP_00482,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",712,65,0,262.41
CMP_00483,North America,SMS,SMS,Flash Sale / Price Drop Alert,500,56,0,0.56
CMP_00484,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),447,15,20,20.51
CMP_00485,Europe,X,Paid Social Media,Product Launch Announcement,452,8,20,8.11
CMP_00486,North America,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",831,81,0,205.01
CMP_00487,North America,YouTube,Paid Social Media,Product Highlight (Detailed Review),335,7,10,8.67
CMP_00488,North America,X,Paid Social Media,Brand Awareness (Conversation Driven),432,13,29,15.06
CMP_00489,Europe,Email,Email,VIP Early Access / Private Sale,1742,60,0,0.35
CMP_00490,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1288,83,0,267.48
CMP_00491,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",836,81,0,312.2
CMP_00492,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),544,9,44,11.65
CMP_00493,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1231,79,0,329.39
CMP_00494,APAC,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",971,93,0,510.11
CMP_00495,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),665,13,41,19.23
CMP_00496,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),343,6,25,7.1
CMP_00497,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),304,5,29,5.19
CMP_00498,Europe,Email,Email,Newsletter / Brand Story,520,30,0,0.18
CMP_00499,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1510,85,0,425.11
CMP_00500,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",2011,87,0,623.65
CMP_00501,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",2125,91,0,441.64
CMP_00502,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1988,80,0,317.55
CMP_00503,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),360,8,15,12.68
CMP_00504,APAC,Email,Email,Newsletter / Brand Story,1044,54,0,0.38
CMP_00505,North America,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),595,10,38,9.94
CMP_00506,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),530,8,20,13.59
CMP_00507,Europe,SMS,SMS,Back-in-Stock Alert,446,52,0,0.61
CMP_00508,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",839,73,0,409.55
CMP_00509,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),199,5,10,6.7
CMP_00510,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),436,7,29,8.98
CMP_00511,North America,Email,Email,Cart Abandonment Flow,890,56,0,0.28
CMP_00512,Europe,SMS,SMS,Flash Sale / Price Drop Alert,595,58,0,0.68
CMP_00513,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1188,94,0,564.04
CMP_00514,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),273,8,10,15.57
CMP_00515,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),580,10,32,10.75
CMP_00516,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1527,92,0,236.22
CMP_00517,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),433,10,24,15.33
CMP_00518,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),315,8,20,9.09
CMP_00519,North America,Email,Email,Cart Abandonment Flow,482,38,0,0.19
CMP_00520,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",995,88,0,359.83
CMP_00521,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",902,78,0,470.96
CMP_00522,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),523,11,32,22.7
CMP_00523,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1138,99,0,517.9
CMP_00524,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),612,10,25,10.45
CMP_00525,Europe,X,Paid Social Media,Product Launch Announcement,804,13,62,22.13
